Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     1/2   6198/7328     0.111     0.124     0.728     0.105      1.07       131     0.848
     1/2   6199/7328     0.111     0.124     0.728     0.105      1.07       104     0.941
     1/2   6200/7328     0.111     0.124     0.728     0.105      1.07        94     0.875
     1/2   6201/7328     0.111     0.124     0.728     0.105      1.07       165     0.838
     1/2   6202/7328     0.111     0.124     0.727     0.105      1.07        77     0.807
     1/2   6203/7328     0.111     0.124     0.727     0.105      1.07        95     0.845
     1/2   6204/7328     0.111     0.124     0.727     0.105      1.07        68     0.828
     1/2   6205/7328     0.111     0.124     0.727     0.105      1.07       123     0.812
     1/2   6206/7328     0.111     0.124     0.727     0.105      1.07        89     0.844
     1/2   6207/7328     0.111     0.124     0.727     0.105      1.07       109     0.914
     1/2   6208/7328     0.111     0.124     0.727     0.105      1.07       118     0.904
     1/2   6209/7328     0.111     0.124     0.727     0.105      1.07       131     0.882
     1/2   6210/7328     0.111     0.124     0.727     0.105      1.07       124     0.824
     1/2   6211/7328     0.111     0.124     0.727     0.105      1.07       113     0.984
     1/2   6212/7328     0.111     0.124     0.727     0.105      1.07       101      0.88
     1/2   6213/7328     0.111     0.124     0.727     0.105      1.07       108     0.843
     1/2   6214/7328     0.111     0.124     0.727     0.105      1.07       101     0.875
     1/2   6215/7328     0.111     0.124     0.727     0.105      1.07       111      0.87
     1/2   6216/7328     0.111     0.124     0.727     0.105      1.07       114      0.85
     1/2   6217/7328     0.111     0.124     0.727     0.105      1.07       119     0.833
     1/2   6218/7328     0.111     0.124     0.727     0.105      1.07       119     0.857
     1/2   6219/7328     0.111     0.124     0.727     0.105      1.07       158     0.912
     1/2   6220/7328     0.111     0.124     0.727     0.105      1.07       104     0.844
     1/2   6221/7328     0.111     0.124     0.727     0.105      1.07       129     0.971
     1/2   6222/7328     0.111     0.124     0.727     0.105      1.07       111     0.904
     1/2   6223/7328     0.111     0.124     0.727     0.105      1.07       177     0.844
     1/2   6224/7328     0.111     0.124     0.727     0.105      1.07       118     0.878
     1/2   6225/7328     0.111     0.124     0.727     0.105      1.07       120     0.805
     1/2   6226/7328     0.111     0.124     0.727     0.105      1.07       117     0.868
     1/2   6227/7328     0.111     0.124     0.727     0.105      1.07       110     0.937
     1/2   6228/7328     0.111     0.124     0.727     0.105      1.07        98     0.848
     1/2   6229/7328     0.111     0.124     0.727     0.105      1.07       102     0.852
     1/2   6230/7328     0.111     0.124     0.727     0.105      1.07       128     0.958
     1/2   6231/7328     0.111     0.124     0.727     0.105      1.07        89      0.83
     1/2   6232/7328     0.111     0.124     0.727     0.105      1.07       144     0.829
     1/2   6233/7328     0.111     0.124     0.727     0.105      1.07        90     0.838
     1/2   6234/7328     0.111     0.124     0.726     0.105      1.07        94     0.941
     1/2   6235/7328     0.111     0.124     0.726     0.105      1.07       158     0.846
     1/2   6236/7328     0.111     0.124     0.726     0.105      1.07       124     0.843
     1/2   6237/7328     0.111     0.124     0.726     0.105      1.07       128     0.846
     1/2   6238/7328     0.111     0.124     0.726     0.105      1.07        91     0.947
     1/2   6239/7328     0.111     0.124     0.726     0.105      1.07       181     0.894
     1/2   6240/7328     0.111     0.124     0.726     0.105      1.07       140     0.852
     1/2   6241/7328     0.111     0.124     0.726     0.105      1.07       128     0.805
     1/2   6242/7328     0.111     0.124     0.726     0.105      1.07       104     0.993
     1/2   6243/7328     0.111     0.124     0.726     0.105      1.07       137     0.867
     1/2   6244/7328     0.111     0.124     0.726     0.105      1.07       125      0.96
     1/2   6245/7328     0.111     0.124     0.726     0.105      1.07       114     0.889
     1/2   6246/7328     0.111     0.124     0.726     0.105      1.07       217     0.898
     1/2   6247/7328     0.111     0.124     0.726     0.105      1.07       105     0.897
     1/2   6248/7328     0.111     0.124     0.726     0.105      1.07       138      0.91
     1/2   6249/7328     0.111     0.124     0.726     0.105      1.07        92     0.817
     1/2   6250/7328     0.111     0.124     0.726     0.105      1.07       137     0.826
     1/2   6251/7328     0.111     0.124     0.726     0.105      1.07       119     0.899
     1/2   6252/7328     0.111     0.124     0.726     0.105      1.07       145      0.83
     1/2   6253/7328     0.111     0.124     0.726     0.105      1.07       109     0.991
     1/2   6254/7328     0.111     0.124     0.726     0.105      1.07       102     0.874
     1/2   6255/7328     0.111     0.124     0.726     0.105      1.07       183     0.832
     1/2   6256/7328     0.111     0.124     0.726     0.105      1.07       147     0.869
     1/2   6257/7328     0.111     0.124     0.726     0.105      1.07       151     0.847
     1/2   6258/7328     0.111     0.124     0.726     0.105      1.07       130     0.855
     1/2   6259/7328     0.111     0.124     0.726     0.105      1.07       125     0.821
     1/2   6260/7328     0.111     0.124     0.726     0.105      1.07        89     0.891
     1/2   6261/7328     0.111     0.124     0.726     0.105      1.07        67     0.875
     1/2   6262/7328     0.111     0.124     0.726     0.105      1.07        91      0.85
     1/2   6263/7328     0.111     0.124     0.726     0.105      1.07       109     0.905
     1/2   6264/7328     0.111     0.124     0.726     0.105      1.07        90     0.853
     1/2   6265/7328     0.111     0.124     0.726     0.105      1.07       101     0.872
     1/2   6266/7328     0.111     0.124     0.726     0.105      1.07       151     0.828
     1/2   6267/7328     0.111     0.124     0.726     0.105      1.07       103     0.897
     1/2   6268/7328     0.111     0.124     0.726     0.105      1.07       137     0.822
     1/2   6269/7328     0.111     0.124     0.726     0.105      1.07       129     0.952
     1/2   6270/7328     0.111     0.124     0.726     0.105      1.07        90     0.905
     1/2   6271/7328     0.111     0.124     0.726     0.105      1.07       129      0.85
     1/2   6272/7328     0.111     0.124     0.726     0.105      1.07       188     0.885
     1/2   6273/7328     0.111     0.124     0.726     0.105      1.07       119      1.05
     1/2   6274/7328     0.111     0.124     0.726     0.105      1.07       133     0.871
     1/2   6275/7328     0.111     0.124     0.726     0.105      1.07        88     0.899
     1/2   6276/7328     0.111     0.124     0.726     0.105      1.07       125     0.889
     1/2   6277/7328     0.111     0.124     0.726     0.105      1.07       164     0.881
     1/2   6278/7328     0.111     0.124     0.726     0.105      1.07       124     0.869
     1/2   6279/7328     0.111     0.124     0.726     0.105      1.07       103     0.863
     1/2   6280/7328     0.111     0.124     0.726     0.105      1.07        94     0.914
     1/2   6281/7328     0.111     0.124     0.726     0.105      1.07        80     0.859
     1/2   6282/7328     0.111     0.124     0.726     0.105      1.07        82     0.898
     1/2   6283/7328     0.111     0.124     0.726     0.105      1.07        68     0.807
     1/2   6284/7328     0.111     0.124     0.726     0.105      1.07        91     0.875
     1/2   6285/7328     0.111     0.124     0.726     0.105      1.07        89     0.875
     1/2   6286/7328     0.111     0.124     0.726     0.105      1.07        79     0.799
     1/2   6287/7328     0.111     0.124     0.726     0.105      1.07       187     0.877
     1/2   6288/7328     0.111     0.124     0.726     0.105      1.07       139     0.925
     1/2   6289/7328     0.111     0.124     0.726     0.105      1.07       120     0.872
     1/2   6290/7328     0.111     0.124     0.726     0.105      1.07       148     0.823
     1/2   6291/7328     0.111     0.124     0.726     0.105      1.07       132     0.853
     1/2   6292/7328     0.111     0.124     0.726     0.105      1.07       201      0.89
     1/2   6293/7328     0.111     0.124     0.726     0.105      1.07       164     0.941
     1/2   6294/7328     0.111     0.124     0.726     0.105      1.07        92     0.845
     1/2   6295/7328     0.111     0.124     0.726     0.105      1.07        77     0.886
     1/2   6296/7328     0.111     0.124     0.725     0.105      1.07       113     0.876
     1/2   6297/7328     0.111     0.124     0.726     0.105      1.07       163     0.881
     1/2   6298/7328     0.111     0.124     0.726     0.105      1.07        97     0.908
     1/2   6299/7328     0.111     0.124     0.725     0.105      1.07       104     0.881
     1/2   6300/7328     0.111     0.124     0.725     0.105      1.07        89     0.852
     1/2   6301/7328     0.111     0.124     0.725     0.105      1.07       135      0.92
     1/2   6302/7328     0.111     0.124     0.725     0.105      1.07       130     0.941
     1/2   6303/7328     0.111     0.124     0.725     0.105      1.06        64     0.897
     1/2   6304/7328     0.111     0.124     0.725     0.105      1.06       105     0.887
     1/2   6305/7328     0.111     0.124     0.725     0.105      1.06        89     0.793
     1/2   6306/7328     0.111     0.124     0.725     0.105      1.06        73     0.867
     1/2   6307/7328     0.111     0.124     0.725     0.105      1.06        87     0.844
     1/2   6308/7328     0.111     0.124     0.725     0.104      1.06       128     0.969
     1/2   6309/7328     0.111     0.124     0.725     0.104      1.06        86     0.776
     1/2   6310/7328     0.111     0.124     0.725     0.104      1.06       107     0.911
     1/2   6311/7328     0.111     0.124     0.725     0.104      1.06       101     0.995
     1/2   6312/7328     0.111     0.124     0.725     0.104      1.06       150     0.902
     1/2   6313/7328     0.111     0.124     0.725     0.104      1.06        97      0.92
     1/2   6314/7328     0.111     0.124     0.725     0.104      1.06       135      0.94
     1/2   6315/7328     0.111     0.124     0.725     0.104      1.06        85     0.844
     1/2   6316/7328     0.111     0.124     0.725     0.104      1.06       123     0.843
     1/2   6317/7328     0.111     0.124     0.725     0.104      1.06       136     0.852
     1/2   6318/7328     0.111     0.124     0.725     0.104      1.06       131     0.934
     1/2   6319/7328     0.111     0.124     0.725     0.104      1.06       111     0.848
     1/2   6320/7328     0.111     0.124     0.725     0.104      1.06       164     0.851
     1/2   6321/7328     0.111     0.124     0.725     0.104      1.06       152     0.921
     1/2   6322/7328     0.111     0.124     0.725     0.104      1.06       115     0.922
     1/2   6323/7328     0.111     0.124     0.725     0.104      1.06       136     0.856
     1/2   6324/7328     0.111     0.124     0.725     0.104      1.06        92     0.883
     1/2   6325/7328     0.111     0.124     0.725     0.104      1.06        61     0.911
     1/2   6326/7328     0.111     0.124     0.725     0.104      1.06        97     0.883
     1/2   6327/7328     0.111     0.124     0.725     0.104      1.06        99      1.02
     1/2   6328/7328     0.111     0.124     0.725     0.104      1.06       154      0.87
     1/2   6329/7328     0.111     0.124     0.725     0.104      1.06       117     0.918
     1/2   6330/7328     0.111     0.124     0.725     0.104      1.06        81      0.89
     1/2   6331/7328     0.111     0.124     0.724     0.104      1.06        89     0.937
     1/2   6332/7328     0.111     0.124     0.724     0.104      1.06        76      0.89
     1/2   6333/7328     0.111     0.124     0.724     0.104      1.06       104     0.794
     1/2   6334/7328     0.111     0.124     0.724     0.104      1.06       106     0.904
     1/2   6335/7328     0.111     0.124     0.724     0.104      1.06       129     0.852
     1/2   6336/7328     0.111     0.124     0.724     0.104      1.06       119     0.886
     1/2   6337/7328     0.111     0.124     0.724     0.104      1.06        90     0.892
     1/2   6338/7328     0.111     0.124     0.724     0.104      1.06       127      0.89
     1/2   6339/7328     0.111     0.124     0.724     0.104      1.06       173     0.846
     1/2   6340/7328     0.111     0.124     0.724     0.104      1.06       119     0.905
     1/2   6341/7328     0.111     0.124     0.724     0.104      1.06        90      0.77
     1/2   6342/7328     0.111     0.124     0.724     0.104      1.06       107     0.881
     1/2   6343/7328     0.111     0.124     0.724     0.104      1.06        90     0.901
     1/2   6344/7328     0.111     0.124     0.724     0.104      1.06       102     0.935
     1/2   6345/7328     0.111     0.124     0.724     0.104      1.06        86     0.876
     1/2   6346/7328     0.111     0.124     0.724     0.104      1.06       195     0.814
     1/2   6347/7328     0.111     0.124     0.724     0.104      1.06       104      0.88
     1/2   6348/7328     0.111     0.124     0.724     0.104      1.06       119     0.812
     1/2   6349/7328     0.111     0.124     0.724     0.104      1.06        94     0.825
     1/2   6350/7328     0.111     0.124     0.724     0.104      1.06       140     0.889
     1/2   6351/7328     0.111     0.124     0.724     0.104      1.06       142     0.834
     1/2   6352/7328     0.111     0.124     0.724     0.104      1.06       159     0.828
     1/2   6353/7328     0.111     0.124     0.724     0.104      1.06       122     0.853
     1/2   6354/7328     0.111     0.124     0.724     0.104      1.06       127     0.859
     1/2   6355/7328     0.111     0.124     0.724     0.104      1.06       137     0.789
     1/2   6356/7328     0.111     0.124     0.724     0.104      1.06       123     0.912
     1/2   6357/7328     0.111     0.124     0.724     0.104      1.06       101     0.864
     1/2   6358/7328     0.111     0.124     0.724     0.104      1.06        98     0.889
     1/2   6359/7328     0.111     0.124     0.724     0.104      1.06       109     0.795
     1/2   6360/7328     0.111     0.124     0.724     0.104      1.06       139      0.93
     1/2   6361/7328     0.111     0.124     0.724     0.104      1.06       111     0.914
     1/2   6362/7328     0.111     0.124     0.724     0.104      1.06       162     0.949
     1/2   6363/7328     0.111     0.124     0.724     0.104      1.06       105     0.865
     1/2   6364/7328     0.111     0.124     0.724     0.104      1.06       101      0.92
     1/2   6365/7328     0.111     0.124     0.724     0.104      1.06       137      0.87
     1/2   6366/7328     0.111     0.124     0.724     0.104      1.06        82     0.854
     1/2   6367/7328     0.111     0.124     0.724     0.104      1.06       128      0.81
     1/2   6368/7328     0.111     0.124     0.724     0.104      1.06       162     0.923
     1/2   6369/7328     0.111     0.124     0.724     0.104      1.06       152     0.945
     1/2   6370/7328     0.111     0.124     0.724     0.104      1.06       134     0.935
     1/2   6371/7328     0.111     0.124     0.724     0.104      1.06       148     0.893
     1/2   6372/7328     0.111     0.124     0.724     0.104      1.06        84     0.861
     1/2   6373/7328     0.111     0.124     0.724     0.104      1.06       136     0.853
     1/2   6374/7328     0.111     0.124     0.724     0.104      1.06       125     0.941
     1/2   6375/7328     0.111     0.124     0.724     0.104      1.06        55     0.829
     1/2   6376/7328     0.111     0.124     0.724     0.104      1.06       115     0.828
     1/2   6377/7328     0.111     0.124     0.724     0.104      1.06        89     0.867
     1/2   6378/7328     0.111     0.124     0.724     0.104      1.06        81     0.884
     1/2   6379/7328     0.111     0.124     0.724     0.104      1.06       115     0.874
     1/2   6380/7328     0.111     0.124     0.724     0.104      1.06       111     0.891
     1/2   6381/7328     0.111     0.124     0.724     0.104      1.06        94     0.892
     1/2   6382/7328     0.111     0.124     0.724     0.104      1.06       164      0.92
     1/2   6383/7328     0.111     0.124     0.724     0.104      1.06       109       0.9
     1/2   6384/7328     0.111     0.124     0.724     0.104      1.06       164     0.829
     1/2   6385/7328     0.111     0.124     0.724     0.104      1.06       176     0.903
     1/2   6386/7328     0.111     0.124     0.724     0.104      1.06       107      0.91
     1/2   6387/7328     0.111     0.124     0.724     0.104      1.06       146     0.826
     1/2   6388/7328     0.111     0.124     0.724     0.104      1.06       150     0.874
     1/2   6389/7328     0.111     0.124     0.724     0.104      1.06       129     0.891
     1/2   6390/7328     0.111     0.124     0.724     0.104      1.06        98     0.864
     1/2   6391/7328     0.111     0.124     0.724     0.104      1.06       152     0.816
     1/2   6392/7328     0.111     0.124     0.723     0.104      1.06        97     0.891
     1/2   6393/7328     0.111     0.124     0.723     0.104      1.06       112     0.872
     1/2   6394/7328     0.111     0.124     0.723     0.104      1.06       109      0.86
     1/2   6395/7328     0.111     0.124     0.723     0.104      1.06        91      0.92
     1/2   6396/7328     0.111     0.124     0.723     0.104      1.06       171     0.931
     1/2   6397/7328     0.111     0.124     0.723     0.104      1.06       102     0.907
     1/2   6398/7328     0.111     0.124     0.723     0.104      1.06       122     0.961
     1/2   6399/7328     0.111     0.124     0.723     0.104      1.06        96     0.865
     1/2   6400/7328     0.111     0.124     0.723     0.104      1.06       102     0.845
     1/2   6401/7328     0.111     0.124     0.723     0.104      1.06       129     0.867
     1/2   6402/7328     0.111     0.124     0.723     0.104      1.06       234     0.891
     1/2   6403/7328     0.111     0.124     0.723     0.104      1.06       109     0.888
     1/2   6404/7328     0.111     0.124     0.723     0.104      1.06       106     0.883
     1/2   6405/7328     0.111     0.124     0.723     0.104      1.06       121     0.944
     1/2   6406/7328     0.111     0.124     0.723     0.104      1.06       130     0.818
     1/2   6407/7328     0.111     0.124     0.723     0.104      1.06       141     0.882
     1/2   6408/7328     0.111     0.124     0.723     0.104      1.06       160      1.01
     1/2   6409/7328     0.111     0.124     0.723     0.104      1.06       136      0.88
     1/2   6410/7328     0.111     0.124     0.723     0.104      1.06       170     0.825
     1/2   6411/7328     0.111     0.124     0.723     0.104      1.06        65     0.829
     1/2   6412/7328     0.111     0.124     0.723     0.104      1.06       138     0.909
     1/2   6413/7328     0.111     0.124     0.723     0.104      1.06       125     0.905
     1/2   6414/7328     0.111     0.124     0.723     0.104      1.06       164     0.894
     1/2   6415/7328     0.111     0.124     0.723     0.104      1.06       104     0.808
     1/2   6416/7328     0.111     0.124     0.723     0.104      1.06        95     0.896
     1/2   6417/7328     0.111     0.124     0.723     0.104      1.06       172     0.876
     1/2   6418/7328     0.111     0.124     0.723     0.104      1.06        73      0.89
     1/2   6419/7328     0.111     0.124     0.723     0.104      1.06        79     0.868
     1/2   6420/7328     0.111     0.124     0.723     0.104      1.06       138     0.925
     1/2   6421/7328     0.111     0.124     0.723     0.104      1.06       133     0.915
     1/2   6422/7328     0.111     0.124     0.723     0.104      1.06       124     0.898
     1/2   6423/7328     0.111     0.124     0.723     0.104      1.06       131     0.835
     1/2   6424/7328     0.111     0.124     0.723     0.104      1.06       117     0.842
     1/2   6425/7328     0.111     0.124     0.723     0.104      1.06        92     0.886
     1/2   6426/7328     0.111     0.124     0.723     0.104      1.06        81     0.851
     1/2   6427/7328     0.111     0.124     0.723     0.104      1.06        69     0.835
     1/2   6428/7328     0.111     0.124     0.723     0.104      1.06        98     0.843
     1/2   6429/7328     0.111     0.124     0.723     0.104      1.06        88     0.867
     1/2   6430/7328     0.111     0.124     0.723     0.104      1.06        81     0.839
     1/2   6431/7328     0.111     0.124     0.723     0.104      1.06       154      0.92
     1/2   6432/7328     0.111     0.124     0.723     0.104      1.06        95     0.867
     1/2   6433/7328     0.111     0.124     0.723     0.104      1.06       160     0.909
     1/2   6434/7328     0.111     0.124     0.723     0.104      1.06       122     0.839
     1/2   6435/7328     0.111     0.124     0.723     0.104      1.06        70     0.894
     1/2   6436/7328     0.111     0.124     0.723     0.104      1.06       123     0.871
     1/2   6437/7328     0.111     0.124     0.723     0.104      1.06        88     0.908
     1/2   6438/7328     0.111     0.124     0.723     0.104      1.06       114     0.909
     1/2   6439/7328     0.111     0.124     0.723     0.104      1.06       112      0.82
     1/2   6440/7328     0.111     0.124     0.723     0.104      1.06        95     0.887
     1/2   6441/7328     0.111     0.124     0.722     0.104      1.06        71     0.808
     1/2   6442/7328     0.111     0.124     0.722     0.104      1.06       106     0.851
     1/2   6443/7328     0.111     0.124     0.722     0.104      1.06        87     0.906
     1/2   6444/7328     0.111     0.124     0.722     0.104      1.06       142     0.907
     1/2   6445/7328     0.111     0.124     0.722     0.104      1.06        77     0.855
     1/2   6446/7328     0.111     0.124     0.722     0.104      1.06       106     0.922
     1/2   6447/7328     0.111     0.124     0.722     0.104      1.06       159     0.871
     1/2   6448/7328     0.111     0.124     0.722     0.104      1.06       107     0.891
     1/2   6449/7328     0.111     0.124     0.722     0.104      1.06       110     0.858
     1/2   6450/7328     0.111     0.124     0.722     0.104      1.06       163      1.03
     1/2   6451/7328     0.111     0.124     0.722     0.104      1.06       133     0.894
     1/2   6452/7328     0.111     0.124     0.722     0.104      1.06       159     0.888
     1/2   6453/7328     0.111     0.124     0.722     0.104      1.06       130      0.87
     1/2   6454/7328     0.111     0.124     0.722     0.104      1.06       143     0.869
     1/2   6455/7328     0.111     0.124     0.722     0.104      1.06       114     0.848
     1/2   6456/7328     0.111     0.124     0.722     0.104      1.06        62     0.905
     1/2   6457/7328     0.111     0.124     0.722     0.104      1.06       152     0.878
     1/2   6458/7328     0.111     0.124     0.722     0.104      1.06       134     0.936
     1/2   6459/7328     0.111     0.124     0.722     0.104      1.06       139     0.922
     1/2   6460/7328     0.111     0.124     0.722     0.104      1.06        86     0.948
     1/2   6461/7328     0.111     0.124     0.722     0.104      1.06        89     0.839
     1/2   6462/7328     0.111     0.124     0.722     0.104      1.06       180     0.839
     1/2   6463/7328     0.111     0.124     0.722     0.104      1.06       174     0.854
     1/2   6464/7328     0.111     0.124     0.722     0.104      1.06       115     0.924
     1/2   6465/7328     0.111     0.124     0.722     0.104      1.06       131     0.889
     1/2   6466/7328     0.111     0.124     0.722     0.104      1.06        92     0.827
     1/2   6467/7328     0.111     0.124     0.722     0.104      1.06        82     0.828
     1/2   6468/7328     0.111     0.124     0.722     0.104      1.06        90     0.827
     1/2   6469/7328     0.111     0.124     0.722     0.104      1.06       127     0.832
     1/2   6470/7328     0.111     0.124     0.722     0.104      1.06       151     0.837
     1/2   6471/7328     0.111     0.124     0.722     0.104      1.06        98     0.878
     1/2   6472/7328     0.111     0.124     0.722     0.104      1.06        87     0.903
     1/2   6473/7328     0.111     0.124     0.722     0.104      1.06       154     0.877
     1/2   6474/7328     0.111     0.124     0.722     0.104      1.06       180     0.859
     1/2   6475/7328     0.111     0.124     0.722     0.104      1.06       128     0.881
     1/2   6476/7328     0.111     0.124     0.722     0.104      1.06        92     0.881
     1/2   6477/7328     0.111     0.124     0.722     0.104      1.06        84     0.905
     1/2   6478/7328     0.111     0.124     0.722     0.104      1.06       106     0.895
     1/2   6479/7328     0.111     0.124     0.722     0.104      1.06       158      0.91
     1/2   6480/7328     0.111     0.124     0.722     0.104      1.06       109     0.869
     1/2   6481/7328     0.111     0.124     0.722     0.104      1.06       140     0.832
     1/2   6482/7328     0.111     0.124     0.722     0.104      1.06       110     0.878
     1/2   6483/7328     0.111     0.124     0.722     0.104      1.06       114     0.812
     1/2   6484/7328     0.111     0.124     0.722     0.104      1.06       118     0.869
     1/2   6485/7328     0.111     0.124     0.722     0.104      1.06        95     0.817
     1/2   6486/7328     0.111     0.124     0.722     0.104      1.06        86     0.856
     1/2   6487/7328     0.111     0.124     0.722     0.104      1.06       139      0.81
     1/2   6488/7328     0.111     0.124     0.722     0.104      1.06       112     0.864
     1/2   6489/7328     0.111     0.124     0.722     0.104      1.06        96     0.936
     1/2   6490/7328     0.111     0.124     0.722     0.104      1.06       154     0.981
     1/2   6491/7328     0.111     0.124     0.722     0.104      1.06       133     0.829
     1/2   6492/7328     0.111     0.124     0.722     0.104      1.06       141     0.897
     1/2   6493/7328     0.111     0.124     0.722     0.104      1.06       129     0.909
     1/2   6494/7328     0.111     0.124     0.722     0.104      1.06        88     0.886
     1/2   6495/7328     0.111     0.124     0.722     0.104      1.06       154     0.812
     1/2   6496/7328     0.111     0.124     0.722     0.104      1.06       132     0.885
     1/2   6497/7328     0.111     0.124     0.722     0.104      1.06        82     0.869
     1/2   6498/7328     0.111     0.124     0.721     0.104      1.06       126     0.865
     1/2   6499/7328     0.111     0.124     0.721     0.104      1.06       115     0.821
     1/2   6500/7328     0.111     0.124     0.721     0.104      1.06        72     0.908
     1/2   6501/7328     0.111     0.124     0.721     0.104      1.06       117     0.884
     1/2   6502/7328     0.111     0.124     0.721     0.104      1.06       151     0.922
     1/2   6503/7328     0.111     0.124     0.721     0.104      1.06       162     0.889
     1/2   6504/7328     0.111     0.124     0.721     0.104      1.06       147     0.919
     1/2   6505/7328     0.111     0.124     0.721     0.104      1.06       175     0.925
     1/2   6506/7328     0.111     0.124     0.721     0.104      1.06        95     0.881
     1/2   6507/7328     0.111     0.124     0.721     0.104      1.06        87     0.853
     1/2   6508/7328     0.111     0.124     0.721     0.104      1.06       124     0.833
     1/2   6509/7328     0.111     0.124     0.721     0.104      1.06       107     0.858
     1/2   6510/7328     0.111     0.124     0.721     0.104      1.06       187     0.922
     1/2   6511/7328     0.111     0.124     0.721     0.104      1.06       119     0.846
     1/2   6512/7328     0.111     0.124     0.721     0.104      1.06       153     0.947
     1/2   6513/7328     0.111     0.124     0.721     0.104      1.06       155     0.914
     1/2   6514/7328     0.111     0.124     0.721     0.104      1.06        89     0.854
     1/2   6515/7328     0.111     0.124     0.721     0.104      1.06        77     0.925
     1/2   6516/7328     0.111     0.124     0.721     0.104      1.06       136     0.829
     1/2   6517/7328     0.111     0.124     0.721     0.104      1.06       177     0.851
     1/2   6518/7328     0.111     0.124     0.721     0.104      1.06       142      0.85
     1/2   6519/7328     0.111     0.124     0.721     0.104      1.06       130     0.834
     1/2   6520/7328     0.111     0.124     0.721     0.104      1.06        62     0.915
     1/2   6521/7328     0.111     0.124     0.721     0.104      1.06        88     0.911
     1/2   6522/7328     0.111     0.124     0.721     0.104      1.06       130     0.884
     1/2   6523/7328     0.111     0.124     0.721     0.104      1.06        90     0.883
     1/2   6524/7328     0.111     0.124     0.721     0.104      1.06       174     0.905
     1/2   6525/7328     0.111     0.124     0.721     0.104      1.06       122     0.838
     1/2   6526/7328     0.111     0.124     0.721     0.104      1.06       157     0.921
     1/2   6527/7328     0.111     0.124     0.721     0.104      1.06        83     0.836
     1/2   6528/7328     0.111     0.124     0.721     0.104      1.06       135     0.877
     1/2   6529/7328     0.111     0.124     0.721     0.104      1.06       139     0.903
     1/2   6530/7328     0.111     0.124     0.721     0.104      1.06       157     0.891
     1/2   6531/7328     0.111     0.124     0.721     0.104      1.06        92      0.87
     1/2   6532/7328     0.111     0.124     0.721     0.104      1.06        61     0.822
     1/2   6533/7328     0.111     0.124     0.721     0.104      1.06       123     0.981
     1/2   6534/7328     0.111     0.124     0.721     0.104      1.06       130     0.861
     1/2   6535/7328     0.111     0.124     0.721     0.104      1.06        97     0.881
     1/2   6536/7328     0.111     0.124     0.721     0.104      1.06        97     0.845
     1/2   6537/7328     0.111     0.124     0.721     0.104      1.06       141     0.874
     1/2   6538/7328     0.111     0.124     0.721     0.104      1.06       118     0.896
     1/2   6539/7328     0.111     0.124     0.721     0.104      1.06       132     0.917
     1/2   6540/7328     0.111     0.124     0.721     0.104      1.06       126     0.884
     1/2   6541/7328     0.111     0.124     0.721     0.104      1.06        95     0.952
     1/2   6542/7328     0.111     0.124     0.721     0.104      1.06        90     0.874
     1/2   6543/7328     0.111     0.124     0.721     0.104      1.06       138     0.853
     1/2   6544/7328     0.111     0.124     0.721     0.104      1.06       137      0.83
     1/2   6545/7328     0.111     0.124     0.721     0.104      1.06       117     0.836
     1/2   6546/7328     0.111     0.124     0.721     0.104      1.06       144     0.836
     1/2   6547/7328     0.111     0.124     0.721     0.104      1.06       142     0.821
     1/2   6548/7328     0.111     0.124     0.721     0.104      1.06       105     0.893
     1/2   6549/7328     0.111     0.124     0.721     0.104      1.06       141     0.901
     1/2   6550/7328     0.111     0.124     0.721     0.104      1.06       158     0.934
     1/2   6551/7328     0.111     0.124     0.721     0.104      1.06       171     0.933
     1/2   6552/7328     0.111     0.124     0.721     0.104      1.06       114     0.828
     1/2   6553/7328     0.111     0.124     0.721     0.104      1.06       120     0.916
     1/2   6554/7328     0.111     0.124     0.721     0.104      1.06       150       0.9
     1/2   6555/7328     0.111     0.124     0.721     0.104      1.06       103     0.972
     1/2   6556/7328     0.111     0.124     0.721     0.104      1.06       147      0.83
     1/2   6557/7328     0.111     0.124     0.721     0.104      1.06       131     0.823
     1/2   6558/7328     0.111     0.124     0.721     0.104      1.06       100     0.867
     1/2   6559/7328     0.111     0.124     0.721     0.104      1.06       137     0.857
     1/2   6560/7328     0.111     0.124     0.721     0.104      1.06        94     0.846
     1/2   6561/7328     0.111     0.124     0.721     0.104      1.06       131     0.845
     1/2   6562/7328     0.111     0.124     0.721     0.104      1.06       121     0.828
     1/2   6563/7328     0.111     0.124      0.72     0.104      1.06        65     0.815
     1/2   6564/7328     0.111     0.124      0.72     0.104      1.06        86     0.838
     1/2   6565/7328     0.111     0.124      0.72     0.104      1.06        85     0.925
     1/2   6566/7328     0.111     0.124      0.72     0.104      1.06       123     0.871
     1/2   6567/7328     0.111     0.124      0.72     0.104      1.06       138     0.899
     1/2   6568/7328     0.111     0.124      0.72     0.104      1.06       124      0.86
     1/2   6569/7328     0.111     0.124      0.72     0.104      1.06        82     0.878
     1/2   6570/7328     0.111     0.124      0.72     0.104      1.06       128     0.904
     1/2   6571/7328     0.111     0.124      0.72     0.104      1.06       135     0.873
     1/2   6572/7328     0.111     0.124      0.72     0.104      1.06       147     0.814
     1/2   6573/7328     0.111     0.124      0.72     0.104      1.06        82     0.849
