Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     2/2   3144/7328     0.117     0.151      1.34     0.173      1.78        71      1.15
     2/2   3145/7328     0.117     0.151      1.34     0.173      1.78       110      1.18
     2/2   3146/7328     0.117     0.151      1.34     0.173      1.78        88      1.24
     2/2   3147/7328     0.117     0.151      1.34     0.173      1.78       119      1.16
     2/2   3148/7328     0.117     0.151      1.34     0.173      1.78       148      1.17
     2/2   3149/7328     0.117     0.151      1.34     0.173      1.78       128      1.17
     2/2   3150/7328     0.117     0.151      1.34     0.173      1.78        84      1.13
     2/2   3151/7328     0.117     0.151      1.34     0.173      1.78       121       1.2
     2/2   3152/7328     0.117     0.151      1.34     0.173      1.78        83      1.11
     2/2   3153/7328     0.117     0.151      1.34     0.173      1.78       163      1.41
     2/2   3154/7328     0.117     0.151      1.34     0.173      1.78       107      1.21
     2/2   3155/7328     0.117     0.151      1.34     0.173      1.78       116      1.22
     2/2   3156/7328     0.117     0.151      1.34     0.173      1.78       109      1.12
     2/2   3157/7328     0.117     0.151      1.34     0.173      1.78       113      1.18
     2/2   3158/7328     0.117     0.151      1.34     0.173      1.78       110      1.17
     2/2   3159/7328     0.117     0.151      1.34     0.173      1.78        84      1.11
     2/2   3160/7328     0.117     0.151      1.34     0.173      1.78       119      1.12
     2/2   3161/7328     0.117     0.151      1.34     0.173      1.78       120      1.13
     2/2   3162/7328     0.117     0.151      1.34     0.173      1.78       117      1.25
     2/2   3163/7328     0.117     0.151      1.34     0.173      1.78       130      1.11
     2/2   3164/7328     0.117     0.151      1.34     0.173      1.78        88      1.14
     2/2   3165/7328     0.117     0.151      1.34     0.173      1.78       105      1.17
     2/2   3166/7328     0.117     0.151      1.34     0.173      1.78       158      1.09
     2/2   3167/7328     0.117     0.151      1.34     0.173      1.78        79      1.17
     2/2   3168/7328     0.117     0.151      1.34     0.173      1.78        92      1.14
     2/2   3169/7328     0.117     0.151      1.34     0.173      1.78       109      1.06
     2/2   3170/7328     0.117     0.151      1.34     0.173      1.78       119      1.16
     2/2   3171/7328     0.117     0.151      1.34     0.173      1.78       110      1.12
     2/2   3172/7328     0.117     0.151      1.34     0.173      1.78       149      1.17
     2/2   3173/7328     0.117     0.151      1.34     0.173      1.78       125      1.15
     2/2   3174/7328     0.117     0.151      1.34     0.173      1.78       104      1.11
     2/2   3175/7328     0.117     0.151      1.34     0.173      1.78       119      1.11
     2/2   3176/7328     0.117     0.151      1.34     0.173      1.78        90      1.07
     2/2   3177/7328     0.117     0.151      1.34     0.173      1.78       149      1.14
     2/2   3178/7328     0.117     0.151      1.34     0.173      1.78       222      1.22
     2/2   3179/7328     0.117     0.151      1.34     0.173      1.78        92      1.14
     2/2   3180/7328     0.117     0.151      1.34     0.173      1.78       107      1.14
     2/2   3181/7328     0.117     0.151      1.34     0.173      1.78       114      1.18
     2/2   3182/7328     0.117     0.151      1.34     0.173      1.78       151      1.11
     2/2   3183/7328     0.117     0.151      1.34     0.173      1.78       116      1.15
     2/2   3184/7328     0.117     0.151      1.34     0.173      1.78       102      1.16
     2/2   3185/7328     0.117     0.151      1.34     0.173      1.78       135      1.19
     2/2   3186/7328     0.117     0.151      1.34     0.173      1.78       165      1.22
     2/2   3187/7328     0.117     0.151      1.34     0.173      1.78       129       1.1
     2/2   3188/7328     0.117     0.151      1.34     0.173      1.78        70      1.48
     2/2   3189/7328     0.117     0.151      1.34     0.173      1.78       124      1.13
     2/2   3190/7328     0.117     0.151      1.34     0.173      1.78       120      1.21
     2/2   3191/7328     0.117     0.151      1.34     0.173      1.78       126      1.11
     2/2   3192/7328     0.117     0.151      1.34     0.173      1.78       102      1.15
     2/2   3193/7328     0.117     0.151      1.34     0.173      1.78        97      1.14
     2/2   3194/7328     0.117     0.151      1.34     0.173      1.78        92      1.21
     2/2   3195/7328     0.117     0.151      1.34     0.173      1.78       133      1.19
     2/2   3196/7328     0.117     0.151      1.34     0.173      1.78       144      1.11
     2/2   3197/7328     0.117     0.151      1.34     0.173      1.78        93      1.11
     2/2   3198/7328     0.117     0.151      1.34     0.173      1.78        69      1.24
     2/2   3199/7328     0.117     0.151      1.34     0.173      1.78       111      1.05
     2/2   3200/7328     0.117     0.151      1.34     0.173      1.78        72      1.14
     2/2   3201/7328     0.117     0.151      1.34     0.173      1.78       120      1.14
     2/2   3202/7328     0.117     0.151      1.34     0.173      1.78       113      1.12
     2/2   3203/7328     0.117     0.151      1.34     0.173      1.78       115      1.06
     2/2   3204/7328     0.117     0.151      1.34     0.173      1.78        99      1.09
     2/2   3205/7328     0.117     0.151      1.34     0.173      1.78       157      1.22
     2/2   3206/7328     0.117     0.151      1.34     0.173      1.78        83      1.18
     2/2   3207/7328     0.117     0.151      1.34     0.173      1.78       133      1.15
     2/2   3208/7328     0.117     0.151      1.34     0.173      1.78       122      1.09
     2/2   3209/7328     0.117     0.151      1.34     0.173      1.78       131      1.15
     2/2   3210/7328     0.117     0.151      1.34     0.173      1.78       101      1.12
     2/2   3211/7328     0.117     0.151      1.34     0.173      1.78       114      1.12
     2/2   3212/7328     0.117     0.151      1.34     0.173      1.78       138       1.2
     2/2   3213/7328     0.117     0.151      1.34     0.173      1.78        59      1.13
     2/2   3214/7328     0.117     0.151      1.34     0.173      1.78        94      1.15
     2/2   3215/7328     0.117     0.151      1.34     0.173      1.78        87      1.15
     2/2   3216/7328     0.117     0.151      1.34     0.173      1.78       124      1.16
     2/2   3217/7328     0.117     0.151      1.34     0.173      1.78       111      1.21
     2/2   3218/7328     0.117     0.151      1.34     0.173      1.78       145      1.14
     2/2   3219/7328     0.117     0.151      1.34     0.173      1.78       150      1.05
     2/2   3220/7328     0.117     0.151      1.34     0.173      1.78       102      1.22
     2/2   3221/7328     0.117     0.151      1.34     0.173      1.78       141      1.14
     2/2   3222/7328     0.117     0.151      1.34     0.173      1.78       188      1.22
     2/2   3223/7328     0.117     0.151      1.34     0.173      1.78        94      1.17
     2/2   3224/7328     0.117     0.151      1.34     0.173      1.78       156      1.12
     2/2   3225/7328     0.117     0.151      1.34     0.173      1.78        70      1.11
     2/2   3226/7328     0.117     0.151      1.34     0.173      1.78        92      1.17
     2/2   3227/7328     0.117     0.151      1.34     0.173      1.78       120      1.14
     2/2   3228/7328     0.117     0.151      1.34     0.173      1.78        99      1.12
     2/2   3229/7328     0.117     0.151      1.34     0.173      1.78       132      1.12
     2/2   3230/7328     0.117     0.151      1.34     0.173      1.78       110      1.15
     2/2   3231/7328     0.117     0.151      1.34     0.173      1.78       135      1.16
     2/2   3232/7328     0.117     0.151      1.34     0.173      1.78       105      1.18
     2/2   3233/7328     0.117     0.151      1.34     0.173      1.78        84      1.13
     2/2   3234/7328     0.117     0.151      1.34     0.173      1.78       115      1.06
     2/2   3235/7328     0.117     0.151      1.34     0.173      1.78       114      1.23
     2/2   3236/7328     0.117     0.151      1.34     0.173      1.78        94      1.15
     2/2   3237/7328     0.117     0.151      1.34     0.173      1.78       115      1.77
     2/2   3238/7328     0.117     0.151      1.34     0.173      1.78       155      1.17
     2/2   3239/7328     0.117     0.151      1.34     0.173      1.78        90      1.15
     2/2   3240/7328     0.117     0.151      1.34     0.173      1.78       115      1.15
     2/2   3241/7328     0.117     0.151      1.34     0.173      1.78       134      1.25
     2/2   3242/7328     0.117     0.151      1.34     0.173      1.78       104      1.21
     2/2   3243/7328     0.117     0.151      1.34     0.173      1.78       131      1.13
     2/2   3244/7328     0.117     0.151      1.34     0.173      1.78        95      1.15
     2/2   3245/7328     0.117     0.151      1.34     0.173      1.78       116      1.11
     2/2   3246/7328     0.117     0.151      1.34     0.173      1.78       153       1.1
     2/2   3247/7328     0.117     0.151      1.34     0.173      1.78       106      1.06
     2/2   3248/7328     0.117     0.151      1.34     0.173      1.78       241      1.18
     2/2   3249/7328     0.117     0.151      1.34     0.173      1.78        72      1.18
     2/2   3250/7328     0.117     0.151      1.34     0.173      1.78       137      1.15
     2/2   3251/7328     0.117     0.151      1.34     0.173      1.78       112      1.08
     2/2   3252/7328     0.117     0.151      1.33     0.173      1.78        77      1.16
     2/2   3253/7328     0.117     0.151      1.33     0.173      1.78       115      1.23
     2/2   3254/7328     0.117     0.151      1.33     0.173      1.78       130      1.14
     2/2   3255/7328     0.117     0.151      1.33     0.173      1.78        85      1.15
     2/2   3256/7328     0.117     0.151      1.33     0.173      1.78       110      1.19
     2/2   3257/7328     0.117     0.151      1.33     0.173      1.78        92      1.13
     2/2   3258/7328     0.117     0.151      1.33     0.173      1.78       120      1.17
     2/2   3259/7328     0.117     0.151      1.33     0.173      1.78       120       1.2
     2/2   3260/7328     0.117     0.151      1.33     0.173      1.78       171      1.16
     2/2   3261/7328     0.117     0.151      1.33     0.173      1.78        77      1.07
     2/2   3262/7328     0.117     0.151      1.33     0.173      1.78        63      1.12
     2/2   3263/7328     0.117     0.151      1.33     0.173      1.78       138      1.23
     2/2   3264/7328     0.117     0.151      1.33     0.173      1.78       192      1.12
     2/2   3265/7328     0.117     0.151      1.33     0.173      1.78       145      1.14
     2/2   3266/7328     0.117     0.151      1.33     0.173      1.78       102      1.09
     2/2   3267/7328     0.117     0.151      1.33     0.173      1.78       141      1.18
     2/2   3268/7328     0.117     0.151      1.33     0.173      1.78       142      1.25
     2/2   3269/7328     0.117     0.151      1.33     0.173      1.78       155       1.1
     2/2   3270/7328     0.117     0.151      1.33     0.173      1.78        88      1.22
     2/2   3271/7328     0.117     0.151      1.33     0.173      1.78       135      1.08
     2/2   3272/7328     0.117     0.151      1.33     0.173      1.78       154      1.09
     2/2   3273/7328     0.117     0.151      1.33     0.173      1.78       179      1.24
     2/2   3274/7328     0.117     0.151      1.33     0.173      1.78       116      1.19
     2/2   3275/7328     0.117     0.151      1.33     0.173      1.78       119      1.11
     2/2   3276/7328     0.117     0.151      1.33     0.173      1.78       136      1.18
     2/2   3277/7328     0.117     0.151      1.33     0.173      1.78       113      1.13
     2/2   3278/7328     0.117     0.151      1.33     0.173      1.78        97      1.14
     2/2   3279/7328     0.117     0.151      1.33     0.173      1.78       126      1.18
     2/2   3280/7328     0.117     0.151      1.33     0.173      1.78       125      1.17
     2/2   3281/7328     0.117     0.151      1.33     0.173      1.78       124       1.2
     2/2   3282/7328     0.117     0.151      1.33     0.173      1.78       114      1.19
     2/2   3283/7328     0.117     0.151      1.33     0.173      1.78       122      1.17
     2/2   3284/7328     0.117     0.151      1.33     0.173      1.78        79      1.12
     2/2   3285/7328     0.117     0.151      1.33     0.173      1.78       178      1.19
     2/2   3286/7328     0.117     0.151      1.33     0.173      1.78        99      1.15
     2/2   3287/7328     0.117     0.151      1.33     0.173      1.78        97      1.16
     2/2   3288/7328     0.117     0.151      1.33     0.173      1.78        95      1.16
     2/2   3289/7328     0.117     0.151      1.33     0.173      1.78       138      1.14
     2/2   3290/7328     0.117     0.151      1.33     0.173      1.78        83      1.07
     2/2   3291/7328     0.117     0.151      1.33     0.173      1.78        97      1.06
     2/2   3292/7328     0.117     0.151      1.33     0.173      1.78       111      1.07
     2/2   3293/7328     0.117     0.151      1.33     0.173      1.78       122      1.19
     2/2   3294/7328     0.117     0.151      1.33     0.173      1.78        94      1.17
     2/2   3295/7328     0.117     0.151      1.33     0.173      1.78       123      1.29
     2/2   3296/7328     0.117     0.151      1.33     0.173      1.78       100      1.12
     2/2   3297/7328     0.117     0.151      1.33     0.173      1.78        92      1.18
     2/2   3298/7328     0.117     0.151      1.33     0.173      1.78       160      1.18
     2/2   3299/7328     0.117     0.151      1.33     0.173      1.78       121      1.18
     2/2   3300/7328     0.117     0.151      1.33     0.173      1.78       131      1.14
     2/2   3301/7328     0.117     0.151      1.33     0.173      1.78       100      1.16
     2/2   3302/7328     0.117     0.151      1.33     0.173      1.78       123      1.18
     2/2   3303/7328     0.117     0.151      1.33     0.173      1.78       122      1.29
     2/2   3304/7328     0.117     0.151      1.33     0.173      1.78        89      1.21
     2/2   3305/7328     0.117     0.151      1.33     0.173      1.78       172      1.16
     2/2   3306/7328     0.117     0.151      1.33     0.173      1.78        82       1.2
     2/2   3307/7328     0.117     0.151      1.33     0.173      1.78       129      1.09
     2/2   3308/7328     0.117     0.151      1.33     0.173      1.78        98      1.15
     2/2   3309/7328     0.117     0.151      1.33     0.173      1.78       120       1.2
     2/2   3310/7328     0.117     0.151      1.33     0.173      1.78       135      1.14
     2/2   3311/7328     0.117     0.151      1.33     0.173      1.78       144      1.09
     2/2   3312/7328     0.117     0.151      1.33     0.173      1.78       121      1.19
     2/2   3313/7328     0.117     0.151      1.33     0.173      1.78       105      1.13
     2/2   3314/7328     0.117     0.151      1.33     0.173      1.78       155      1.16
     2/2   3315/7328     0.117     0.151      1.33     0.173      1.78       102      1.19
     2/2   3316/7328     0.117     0.151      1.33     0.173      1.78       126       1.3
     2/2   3317/7328     0.117     0.151      1.33     0.173      1.78        77      1.09
     2/2   3318/7328     0.117     0.151      1.33     0.173      1.78        88       1.1
     2/2   3319/7328     0.117     0.151      1.33     0.173      1.78       130      1.22
     2/2   3320/7328     0.117     0.151      1.33     0.173      1.78       143      1.11
     2/2   3321/7328     0.117     0.151      1.33     0.173      1.78        98      1.16
     2/2   3322/7328     0.117     0.151      1.33     0.173      1.78       118      1.15
     2/2   3323/7328     0.117     0.151      1.33     0.173      1.78       123       1.6
     2/2   3324/7328     0.117     0.151      1.33     0.173      1.78       114      1.49
     2/2   3325/7328     0.117     0.151      1.33     0.173      1.78       170      1.09
     2/2   3326/7328     0.117     0.151      1.33     0.173      1.78        89      1.04
     2/2   3327/7328     0.117     0.151      1.33     0.173      1.78       148      1.15
     2/2   3328/7328     0.117     0.151      1.34     0.173      1.78       131      1.14
     2/2   3329/7328     0.117     0.151      1.34     0.173      1.78       182      1.15
     2/2   3330/7328     0.117     0.151      1.34     0.173      1.78       145      1.16
     2/2   3331/7328     0.117     0.151      1.34     0.173      1.78        83      1.19
     2/2   3332/7328     0.117     0.151      1.34     0.173      1.78        83      1.16
     2/2   3333/7328     0.117     0.151      1.34     0.173      1.78        89      1.21
     2/2   3334/7328     0.117     0.151      1.33     0.173      1.78        84      1.08
     2/2   3335/7328     0.117     0.151      1.33     0.173      1.78        98      1.08
     2/2   3336/7328     0.117     0.151      1.34     0.173      1.78       144      1.11
     2/2   3337/7328     0.117     0.151      1.34     0.173      1.78       119      1.15
     2/2   3338/7328     0.117     0.151      1.34     0.173      1.78       160      1.22
     2/2   3339/7328     0.117     0.151      1.34     0.173      1.78       134      1.11
     2/2   3340/7328     0.117     0.151      1.34     0.173      1.78       155       1.1
     2/2   3341/7328     0.117     0.151      1.34     0.173      1.78        98      1.14
     2/2   3342/7328     0.117     0.151      1.34     0.173      1.78        77       1.1
     2/2   3343/7328     0.117     0.151      1.33     0.173      1.78       120      1.11
     2/2   3344/7328     0.117     0.151      1.33     0.173      1.78       115      1.19
     2/2   3345/7328     0.117     0.151      1.33     0.173      1.78       122      1.14
     2/2   3346/7328     0.117     0.151      1.33     0.173      1.78        95      1.06
     2/2   3347/7328     0.117     0.151      1.33     0.173      1.78       126      1.13
     2/2   3348/7328     0.117     0.151      1.33     0.173      1.78        88      1.19
     2/2   3349/7328     0.117     0.151      1.33     0.173      1.78       117       1.2
     2/2   3350/7328     0.117     0.151      1.33     0.173      1.78       156       1.1
     2/2   3351/7328     0.117     0.151      1.34     0.173      1.78       153      1.14
     2/2   3352/7328     0.117     0.151      1.33     0.173      1.78       105      1.17
     2/2   3353/7328     0.117     0.151      1.34     0.173      1.78       127       1.1
     2/2   3354/7328     0.117     0.151      1.34     0.173      1.78       163      1.09
     2/2   3355/7328     0.117     0.151      1.34     0.173      1.78       139      1.08
     2/2   3356/7328     0.117     0.151      1.34     0.173      1.78       124      1.18
     2/2   3357/7328     0.117     0.151      1.34     0.173      1.78        93       1.1
     2/2   3358/7328     0.117     0.151      1.34     0.173      1.78        97      1.26
     2/2   3359/7328     0.117     0.151      1.34     0.173      1.78        72       1.1
     2/2   3360/7328     0.117     0.151      1.34     0.173      1.78        98      1.02
     2/2   3361/7328     0.117     0.151      1.34     0.173      1.78       128       1.1
     2/2   3362/7328     0.117     0.151      1.34     0.173      1.78       123      1.13
     2/2   3363/7328     0.117     0.151      1.34     0.173      1.78       116      1.13
     2/2   3364/7328     0.117     0.151      1.34     0.173      1.78       119      1.18
     2/2   3365/7328     0.117     0.151      1.34     0.173      1.78       111      1.16
     2/2   3366/7328     0.117     0.151      1.34     0.173      1.78       167       1.1
     2/2   3367/7328     0.117     0.151      1.34     0.173      1.78       132      1.17
     2/2   3368/7328     0.117     0.151      1.34     0.173      1.78       102      1.09
     2/2   3369/7328     0.117     0.151      1.34     0.173      1.78       141      1.17
     2/2   3370/7328     0.117     0.151      1.34     0.173      1.78        94      1.21
     2/2   3371/7328     0.117     0.151      1.34     0.173      1.78       119      1.14
     2/2   3372/7328     0.117     0.151      1.34     0.173      1.78       118      1.13
     2/2   3373/7328     0.117     0.151      1.34     0.173      1.78        85      1.15
     2/2   3374/7328     0.117     0.151      1.34     0.173      1.78        93      1.18
     2/2   3375/7328     0.117     0.151      1.34     0.173      1.78        94      1.19
     2/2   3376/7328     0.117     0.151      1.33     0.173      1.78       148      1.09
     2/2   3377/7328     0.117     0.151      1.34     0.173      1.78       111      1.26
     2/2   3378/7328     0.117     0.151      1.33     0.173      1.78        93      1.14
     2/2   3379/7328     0.117     0.151      1.34     0.173      1.78       213      1.17
     2/2   3380/7328     0.117     0.151      1.34     0.173      1.78       153       1.1
     2/2   3381/7328     0.117     0.151      1.34     0.173      1.78       142      1.16
     2/2   3382/7328     0.117     0.151      1.34     0.173      1.78        88      1.13
     2/2   3383/7328     0.117     0.151      1.34     0.173      1.78        97      1.16
     2/2   3384/7328     0.117     0.151      1.34     0.173      1.78       113      1.16
     2/2   3385/7328     0.117     0.151      1.34     0.173      1.78        85      1.18
     2/2   3386/7328     0.117     0.151      1.34     0.173      1.78       134      1.15
     2/2   3387/7328     0.117     0.151      1.34     0.173      1.78       105      1.14
     2/2   3388/7328     0.117     0.151      1.34     0.173      1.78       140      1.12
     2/2   3389/7328     0.117     0.151      1.34     0.173      1.78       105       1.2
     2/2   3390/7328     0.117     0.151      1.33     0.173      1.78        67      1.16
     2/2   3391/7328     0.117     0.151      1.33     0.173      1.78       106      1.17
     2/2   3392/7328     0.117     0.151      1.33     0.173      1.78        89      1.22
     2/2   3393/7328     0.117     0.151      1.33     0.173      1.78       105      1.21
     2/2   3394/7328     0.117     0.151      1.33     0.173      1.78       147      1.12
     2/2   3395/7328     0.117     0.151      1.33     0.173      1.78       102      1.06
     2/2   3396/7328     0.117     0.151      1.33     0.173      1.78        90      1.15
     2/2   3397/7328     0.117     0.151      1.33     0.173      1.78        60      1.18
     2/2   3398/7328     0.117     0.151      1.33     0.173      1.78       125      1.15
     2/2   3399/7328     0.117     0.151      1.33     0.173      1.78       129      1.09
     2/2   3400/7328     0.117     0.151      1.33     0.173      1.78       149       1.1
     2/2   3401/7328     0.117     0.151      1.33     0.173      1.78       147      1.18
     2/2   3402/7328     0.117     0.151      1.33     0.173      1.78       176      1.13
     2/2   3403/7328     0.117     0.151      1.33     0.173      1.78       122      1.19
     2/2   3404/7328     0.117     0.151      1.33     0.173      1.78       101      1.27
     2/2   3405/7328     0.117     0.151      1.33     0.173      1.78       103      1.46
     2/2   3406/7328     0.117     0.151      1.33     0.173      1.78       111      1.28
     2/2   3407/7328     0.117     0.151      1.33     0.173      1.78       115      1.16
     2/2   3408/7328     0.117     0.151      1.33     0.173      1.78        98      1.13
     2/2   3409/7328     0.117     0.151      1.33     0.173      1.78       105      1.12
     2/2   3410/7328     0.117     0.151      1.33     0.173      1.78       113      1.08
     2/2   3411/7328     0.117     0.151      1.33     0.173      1.78       174      1.14
     2/2   3412/7328     0.117     0.151      1.33     0.173      1.78       113      1.18
     2/2   3413/7328     0.117     0.151      1.33     0.173      1.78       118      1.13
     2/2   3414/7328     0.117     0.151      1.33     0.173      1.78       111      1.05
     2/2   3415/7328     0.117     0.151      1.33     0.173      1.78        74      1.06
     2/2   3416/7328     0.117     0.151      1.33     0.173      1.78       118       1.2
     2/2   3417/7328     0.117     0.151      1.33     0.173      1.78       150      1.13
     2/2   3418/7328     0.117     0.151      1.33     0.173      1.78       110      1.16
     2/2   3419/7328     0.117     0.151      1.33     0.173      1.78       131      1.13
     2/2   3420/7328     0.117     0.151      1.33     0.173      1.78       143      1.14
     2/2   3421/7328     0.117     0.151      1.33     0.173      1.78       132      1.17
     2/2   3422/7328     0.117     0.151      1.33     0.173      1.78       128      1.09
     2/2   3423/7328     0.117     0.151      1.33     0.173      1.78       103      1.19
     2/2   3424/7328     0.117     0.151      1.33     0.173      1.78       115      1.09
     2/2   3425/7328     0.117     0.151      1.33     0.173      1.78       115      1.17
     2/2   3426/7328     0.117     0.151      1.33     0.173      1.78        87      1.12
     2/2   3427/7328     0.117     0.151      1.33     0.173      1.78        69      1.09
     2/2   3428/7328     0.117     0.151      1.33     0.173      1.78        72      1.16
     2/2   3429/7328     0.117     0.151      1.33     0.173      1.78        94      1.12
     2/2   3430/7328     0.117     0.151      1.33     0.173      1.78       141      1.08
     2/2   3431/7328     0.117     0.151      1.33     0.173      1.78       108      1.15
     2/2   3432/7328     0.117     0.151      1.33     0.173      1.78       157      1.15
     2/2   3433/7328     0.117     0.151      1.33     0.173      1.78       115      1.15
     2/2   3434/7328     0.117     0.151      1.33     0.173      1.78       151      1.12
     2/2   3435/7328     0.117     0.151      1.33     0.173      1.78       112      1.12
     2/2   3436/7328     0.117     0.151      1.33     0.173      1.78        70      1.13
     2/2   3437/7328     0.117     0.151      1.33     0.173      1.78        85      1.11
     2/2   3438/7328     0.117     0.151      1.33     0.173      1.78       121      1.17
     2/2   3439/7328     0.117     0.151      1.33     0.173      1.78        67       1.2
     2/2   3440/7328     0.117     0.151      1.33     0.173      1.78       159      1.13
     2/2   3441/7328     0.117     0.151      1.33     0.173      1.77        94      1.14
     2/2   3442/7328     0.117     0.151      1.33     0.173      1.77       120      1.16
     2/2   3443/7328     0.117     0.151      1.33     0.173      1.77        85      1.12
     2/2   3444/7328     0.117     0.151      1.33     0.173      1.77       139      1.14
     2/2   3445/7328     0.117     0.151      1.33     0.173      1.77       108      1.02
     2/2   3446/7328     0.117     0.151      1.33     0.173      1.77       106      1.21
     2/2   3447/7328     0.117     0.151      1.33     0.173      1.77       111      1.06
     2/2   3448/7328     0.117     0.151      1.33     0.173      1.77        95      1.12
     2/2   3449/7328     0.117     0.151      1.33     0.173      1.77       103      1.16
     2/2   3450/7328     0.117     0.151      1.33     0.173      1.77       140      1.02
     2/2   3451/7328     0.117     0.151      1.33     0.173      1.77       118      1.23
     2/2   3452/7328     0.117     0.151      1.33     0.173      1.77        73      1.17
     2/2   3453/7328     0.117     0.151      1.33     0.173      1.77       117      1.12
     2/2   3454/7328     0.117     0.151      1.33     0.173      1.77        97      1.12
     2/2   3455/7328     0.117     0.151      1.33     0.173      1.77       136      1.18
     2/2   3456/7328     0.117     0.151      1.33     0.173      1.77       141      1.11
     2/2   3457/7328     0.117     0.151      1.33     0.173      1.77        97      1.17
     2/2   3458/7328     0.117     0.151      1.33     0.173      1.77       167      1.11
     2/2   3459/7328     0.117     0.151      1.33     0.173      1.77       142      1.23
     2/2   3460/7328     0.117     0.151      1.33     0.173      1.77       163      1.19
     2/2   3461/7328     0.117     0.151      1.33     0.173      1.77       127      1.19
     2/2   3462/7328     0.117     0.151      1.33     0.173      1.77       117       1.2
     2/2   3463/7328     0.117     0.151      1.33     0.173      1.77       103      1.14
     2/2   3464/7328     0.117     0.151      1.33     0.173      1.77       123      1.15
     2/2   3465/7328     0.117     0.151      1.33     0.173      1.77        83      1.15
     2/2   3466/7328     0.117     0.151      1.33     0.173      1.77       166      1.22
     2/2   3467/7328     0.117     0.151      1.33     0.173      1.77       111       1.1
     2/2   3468/7328     0.117     0.151      1.33     0.173      1.77        73      1.11
     2/2   3469/7328     0.117     0.151      1.33     0.173      1.77       107      1.18
     2/2   3470/7328     0.117     0.151      1.33     0.173      1.77        95      1.14
     2/2   3471/7328     0.117     0.151      1.33     0.173      1.77       118      1.12
     2/2   3472/7328     0.117     0.151      1.33     0.173      1.77       105      1.15
     2/2   3473/7328     0.117     0.151      1.33     0.173      1.77        81      1.14
     2/2   3474/7328     0.117     0.151      1.33     0.173      1.77        73      1.19
     2/2   3475/7328     0.117     0.151      1.33     0.173      1.77       118      1.13
     2/2   3476/7328     0.117     0.151      1.33     0.173      1.77        86      1.15
     2/2   3477/7328     0.117     0.151      1.33     0.173      1.77       170      1.18
     2/2   3478/7328     0.117     0.151      1.33     0.173      1.77       121      1.16
     2/2   3479/7328     0.117     0.151      1.33     0.173      1.77        78       1.1
     2/2   3480/7328     0.117     0.151      1.33     0.173      1.77       241      1.25
     2/2   3481/7328     0.117     0.151      1.33     0.173      1.77       170       1.3
     2/2   3482/7328     0.117     0.151      1.33     0.173      1.77       193      1.07
     2/2   3483/7328     0.117     0.151      1.33     0.173      1.77       162      1.16
     2/2   3484/7328     0.117     0.151      1.33     0.173      1.77       144      1.21
     2/2   3485/7328     0.117     0.151      1.33     0.173      1.77       101      1.12
     2/2   3486/7328     0.117     0.151      1.33     0.173      1.77       130      1.13
     2/2   3487/7328     0.117     0.151      1.33     0.173      1.77       125      1.09
     2/2   3488/7328     0.117     0.151      1.33     0.173      1.77        92       1.3
     2/2   3489/7328     0.117     0.151      1.33     0.173      1.77       126       1.3
     2/2   3490/7328     0.117     0.151      1.33     0.173      1.77       134      1.12
     2/2   3491/7328     0.117     0.151      1.33     0.173      1.77        99      1.22
     2/2   3492/7328     0.117     0.151      1.33     0.173      1.77       175      1.19
     2/2   3493/7328     0.117     0.151      1.33     0.173      1.77       124      1.07
     2/2   3494/7328     0.117     0.151      1.33     0.173      1.77       129      1.08
     2/2   3495/7328     0.117     0.151      1.33     0.173      1.77       164       1.2
     2/2   3496/7328     0.117     0.151      1.33     0.173      1.77        94      1.12
     2/2   3497/7328     0.117     0.151      1.33     0.173      1.77       138      1.12
     2/2   3498/7328     0.117     0.151      1.33     0.173      1.77       112      1.13
     2/2   3499/7328     0.117     0.151      1.33     0.173      1.77       137      1.18
     2/2   3500/7328     0.117     0.151      1.33     0.173      1.77       102      1.14
     2/2   3501/7328     0.117     0.151      1.33     0.173      1.77       129      1.07
     2/2   3502/7328     0.117     0.151      1.33     0.173      1.77       101      1.16
     2/2   3503/7328     0.117     0.151      1.33     0.173      1.78       140       1.1
     2/2   3504/7328     0.117     0.151      1.33     0.173      1.77        90       1.2
     2/2   3505/7328     0.117     0.151      1.33     0.173      1.77       126      1.12
     2/2   3506/7328     0.117     0.151      1.33     0.173      1.77        82      1.08
     2/2   3507/7328     0.117     0.151      1.33     0.173      1.77        65      1.19
     2/2   3508/7328     0.117     0.151      1.33     0.173      1.77       181      1.13
     2/2   3509/7328     0.117     0.151      1.33     0.173      1.77       116      1.17
     2/2   3510/7328     0.117     0.151      1.33     0.173      1.77       134      1.14
     2/2   3511/7328     0.117     0.151      1.33     0.173      1.77       136       1.2
     2/2   3512/7328     0.117     0.151      1.33     0.173      1.77       135      1.18
     2/2   3513/7328     0.117     0.151      1.33     0.173      1.77       108       1.2
     2/2   3514/7328     0.117     0.151      1.33     0.173      1.77       183      1.15
     2/2   3515/7328     0.117     0.151      1.33     0.173      1.77       107      1.14
     2/2   3516/7328     0.117     0.151      1.33     0.173      1.77       156      1.16
     2/2   3517/7328     0.117     0.151      1.33     0.173      1.77        66      1.17
     2/2   3518/7328     0.117     0.151      1.33     0.173      1.77       102      1.13
     2/2   3519/7328     0.117     0.151      1.33     0.173      1.77       101      1.21
