Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   2442/7328     0.142     0.367      2.52     0.334      3.36        99      1.17
     0/2   2443/7328     0.142     0.367      2.52     0.334      3.36        84      1.16
     0/2   2444/7328     0.142     0.367      2.52     0.334      3.36       120      1.19
     0/2   2445/7328     0.142     0.367      2.52     0.334      3.36       114       1.2
     0/2   2446/7328     0.142     0.367      2.52     0.334      3.36       132      1.22
     0/2   2447/7328     0.142     0.367      2.52     0.334      3.36        87      1.26
     0/2   2448/7328     0.142     0.367      2.52     0.334      3.36       181       1.3
     0/2   2449/7328     0.142     0.366      2.52     0.334      3.36       122      1.28
     0/2   2450/7328     0.142     0.366      2.52     0.334      3.36       128      1.21
     0/2   2451/7328     0.142     0.366      2.52     0.334      3.36       110      1.21
     0/2   2452/7328     0.142     0.366      2.51     0.334      3.36        98      1.18
     0/2   2453/7328     0.142     0.366      2.51     0.333      3.36       109      1.26
     0/2   2454/7328     0.142     0.366      2.51     0.333      3.36       153       1.3
     0/2   2455/7328     0.142     0.366      2.51     0.333      3.36        88      1.22
     0/2   2456/7328     0.142     0.366      2.51     0.333      3.35        95      1.28
     0/2   2457/7328     0.142     0.366      2.51     0.333      3.35       112      1.24
     0/2   2458/7328     0.142     0.366      2.51     0.333      3.35        80      1.15
     0/2   2459/7328     0.142     0.366      2.51     0.333      3.35        96       1.2
     0/2   2460/7328     0.142     0.366      2.51     0.333      3.35       126       1.3
     0/2   2461/7328     0.142     0.366      2.51     0.333      3.35       118      1.21
     0/2   2462/7328     0.142     0.366      2.51     0.333      3.35       157      1.18
     0/2   2463/7328     0.142     0.366      2.51     0.333      3.35       139      1.39
     0/2   2464/7328     0.142     0.365      2.51     0.333      3.35       101      2.04
     0/2   2465/7328     0.142     0.365      2.51     0.333      3.35        90      1.43
     0/2   2466/7328     0.142     0.365      2.51     0.333      3.35       127      1.26
     0/2   2467/7328     0.142     0.365      2.51     0.333      3.35       114      1.19
     0/2   2468/7328     0.142     0.365      2.51     0.333      3.35       103      1.18
     0/2   2469/7328     0.142     0.365      2.51     0.333      3.35       104      1.29
     0/2   2470/7328     0.142     0.365      2.51     0.333      3.35       110      1.23
     0/2   2471/7328     0.142     0.365      2.51     0.333      3.35        71      1.24
     0/2   2472/7328     0.142     0.365      2.51     0.333      3.35       118      1.22
     0/2   2473/7328     0.142     0.365      2.51     0.333      3.35       115      1.18
     0/2   2474/7328     0.142     0.365      2.51     0.333      3.35        79      1.18
     0/2   2475/7328     0.142     0.365      2.51     0.333      3.35       169      1.28
     0/2   2476/7328     0.142     0.365      2.51     0.333      3.34       108      1.22
     0/2   2477/7328     0.142     0.365       2.5     0.332      3.34        99      1.21
     0/2   2478/7328     0.142     0.365       2.5     0.332      3.34       128      1.16
     0/2   2479/7328     0.142     0.364       2.5     0.332      3.34       140      1.23
     0/2   2480/7328     0.142     0.364       2.5     0.332      3.34        78      1.24
     0/2   2481/7328     0.142     0.364       2.5     0.332      3.34       104      1.23
     0/2   2482/7328     0.142     0.364       2.5     0.332      3.34       154      1.05
     0/2   2483/7328     0.142     0.364       2.5     0.332      3.34       123      1.19
     0/2   2484/7328     0.142     0.364       2.5     0.332      3.34       152      1.25
     0/2   2485/7328     0.142     0.364       2.5     0.332      3.34        73      1.19
     0/2   2486/7328     0.142     0.364       2.5     0.332      3.34       122      1.19
     0/2   2487/7328     0.142     0.364       2.5     0.332      3.34       123      1.26
     0/2   2488/7328     0.142     0.364       2.5     0.332      3.34        90      1.17
     0/2   2489/7328     0.142     0.364       2.5     0.332      3.34        78       1.2
     0/2   2490/7328     0.142     0.364       2.5     0.332      3.34       173      1.23
     0/2   2491/7328     0.142     0.364       2.5     0.332      3.34        96      1.38
     0/2   2492/7328     0.142     0.364       2.5     0.332      3.34       125      1.15
     0/2   2493/7328     0.142     0.363       2.5     0.332      3.34       111      1.19
     0/2   2494/7328     0.142     0.363       2.5     0.332      3.33        83      1.19
     0/2   2495/7328     0.142     0.363       2.5     0.332      3.33       126      1.16
     0/2   2496/7328     0.142     0.363       2.5     0.332      3.33       120      1.19
     0/2   2497/7328     0.142     0.363       2.5     0.332      3.33        89      1.22
     0/2   2498/7328     0.142     0.363       2.5     0.332      3.33       109      1.25
     0/2   2499/7328     0.142     0.363       2.5     0.332      3.33       158      1.29
     0/2   2500/7328     0.142     0.363       2.5     0.332      3.33       108      1.23
     0/2   2501/7328     0.142     0.363      2.49     0.332      3.33       101      1.47
     0/2   2502/7328     0.142     0.363      2.49     0.332      3.33       134      1.33
     0/2   2503/7328     0.142     0.363      2.49     0.332      3.33        77      1.26
     0/2   2504/7328     0.142     0.363      2.49     0.331      3.33       114      1.27
     0/2   2505/7328     0.142     0.363      2.49     0.331      3.33       124      1.26
     0/2   2506/7328     0.142     0.363      2.49     0.331      3.33        77      1.18
     0/2   2507/7328     0.142     0.362      2.49     0.331      3.33       122      1.19
     0/2   2508/7328     0.142     0.362      2.49     0.331      3.33       138      1.52
     0/2   2509/7328     0.142     0.362      2.49     0.331      3.33       105      1.25
     0/2   2510/7328     0.142     0.362      2.49     0.331      3.33       146      1.26
     0/2   2511/7328     0.142     0.362      2.49     0.331      3.33       193      1.24
     0/2   2512/7328     0.142     0.362      2.49     0.331      3.33       131      1.23
     0/2   2513/7328     0.142     0.362      2.49     0.331      3.33       150      1.25
     0/2   2514/7328     0.142     0.362      2.49     0.331      3.33       106      1.15
     0/2   2515/7328     0.142     0.362      2.49     0.331      3.32        93      1.35
     0/2   2516/7328     0.142     0.362      2.49     0.331      3.32        92      1.34
     0/2   2517/7328     0.142     0.362      2.49     0.331      3.32       144      1.14
     0/2   2518/7328     0.142     0.362      2.49     0.331      3.32       119      1.21
     0/2   2519/7328     0.142     0.362      2.49     0.331      3.32        85      1.19
     0/2   2520/7328     0.142     0.362      2.49     0.331      3.32       143      1.33
     0/2   2521/7328     0.142     0.362      2.49     0.331      3.32       107      1.17
     0/2   2522/7328     0.142     0.361      2.49     0.331      3.32        89      1.17
     0/2   2523/7328     0.142     0.361      2.49     0.331      3.32       111      1.37
     0/2   2524/7328     0.142     0.361      2.49     0.331      3.32        82      1.21
     0/2   2525/7328     0.142     0.361      2.49     0.331      3.32       167      1.24
     0/2   2526/7328     0.142     0.361      2.49     0.331      3.32        93      1.28
     0/2   2527/7328     0.142     0.361      2.49     0.331      3.32        81      1.29
     0/2   2528/7328     0.142     0.361      2.48     0.331      3.32       101       1.2
     0/2   2529/7328     0.142     0.361      2.48     0.331      3.32       128      1.33
     0/2   2530/7328     0.142     0.361      2.48     0.331      3.32       127      1.21
     0/2   2531/7328     0.142     0.361      2.48     0.331      3.32       116      1.27
     0/2   2532/7328     0.142     0.361      2.48     0.331      3.32       125      1.29
     0/2   2533/7328     0.142     0.361      2.48      0.33      3.32        99      1.12
     0/2   2534/7328     0.142     0.361      2.48      0.33      3.32       114      1.24
     0/2   2535/7328     0.142     0.361      2.48      0.33      3.32        97      1.29
     0/2   2536/7328     0.142     0.361      2.48      0.33      3.31       102      1.25
     0/2   2537/7328     0.142     0.361      2.48      0.33      3.31        99      1.22
     0/2   2538/7328     0.142      0.36      2.48      0.33      3.31       125      1.25
     0/2   2539/7328     0.142      0.36      2.48      0.33      3.31       216      1.18
     0/2   2540/7328     0.142      0.36      2.48      0.33      3.31       142      1.18
     0/2   2541/7328     0.142      0.36      2.48      0.33      3.31       167      1.18
     0/2   2542/7328     0.142      0.36      2.48      0.33      3.31       109      1.89
     0/2   2543/7328     0.142      0.36      2.48      0.33      3.31       121       1.7
     0/2   2544/7328     0.142      0.36      2.48      0.33      3.31       144      1.21
     0/2   2545/7328     0.142      0.36      2.48      0.33      3.31       123      1.24
     0/2   2546/7328     0.142      0.36      2.48      0.33      3.31       106      1.39
     0/2   2547/7328     0.142      0.36      2.48      0.33      3.31       123      1.19
     0/2   2548/7328     0.142      0.36      2.48      0.33      3.31       115      1.37
     0/2   2549/7328     0.142      0.36      2.48      0.33      3.31       112      1.33
     0/2   2550/7328     0.142      0.36      2.48      0.33      3.31       121      1.24
     0/2   2551/7328     0.142      0.36      2.48      0.33      3.31       124      1.31
     0/2   2552/7328     0.142     0.359      2.48      0.33      3.31        88      1.23
     0/2   2553/7328     0.142     0.359      2.48      0.33      3.31       101      1.09
     0/2   2554/7328     0.142     0.359      2.48      0.33      3.31       137      1.22
     0/2   2555/7328     0.142     0.359      2.48      0.33      3.31       125      1.28
     0/2   2556/7328     0.142     0.359      2.48      0.33      3.31       129       1.2
     0/2   2557/7328     0.142     0.359      2.48      0.33      3.31       135      1.16
     0/2   2558/7328     0.142     0.359      2.47      0.33      3.31        66      1.17
     0/2   2559/7328     0.142     0.359      2.47      0.33       3.3        65       1.2
     0/2   2560/7328     0.142     0.359      2.47      0.33       3.3       148      1.23
     0/2   2561/7328     0.142     0.359      2.47     0.329       3.3        80      1.22
     0/2   2562/7328     0.142     0.359      2.47     0.329       3.3        87      1.22
     0/2   2563/7328     0.142     0.359      2.47     0.329       3.3        78       1.1
     0/2   2564/7328     0.142     0.359      2.47     0.329       3.3       107      1.19
     0/2   2565/7328     0.142     0.359      2.47     0.329       3.3       199      1.25
     0/2   2566/7328     0.142     0.359      2.47     0.329       3.3        98      1.17
     0/2   2567/7328     0.142     0.359      2.47     0.329       3.3       149      1.26
     0/2   2568/7328     0.142     0.359      2.47     0.329       3.3       133      1.15
     0/2   2569/7328     0.142     0.358      2.47     0.329       3.3       163      1.14
     0/2   2570/7328     0.142     0.358      2.47     0.329       3.3       148      1.13
     0/2   2571/7328     0.142     0.358      2.47     0.329       3.3       115      1.26
     0/2   2572/7328     0.142     0.358      2.47     0.329       3.3       126      1.16
     0/2   2573/7328     0.142     0.358      2.47     0.329       3.3       122      1.16
     0/2   2574/7328     0.142     0.358      2.47     0.329       3.3       139      1.34
     0/2   2575/7328     0.142     0.358      2.47     0.329       3.3       158      1.21
     0/2   2576/7328     0.142     0.358      2.47     0.329       3.3        79      1.17
     0/2   2577/7328     0.142     0.358      2.47     0.329       3.3        72      1.26
     0/2   2578/7328     0.142     0.358      2.47     0.329       3.3       147      1.29
     0/2   2579/7328     0.142     0.358      2.47     0.329       3.3       111      1.19
     0/2   2580/7328     0.142     0.358      2.47     0.329       3.3       130       1.2
     0/2   2581/7328     0.142     0.358      2.47     0.329      3.29       130      1.24
     0/2   2582/7328     0.142     0.358      2.47     0.329      3.29        77       1.2
     0/2   2583/7328     0.142     0.358      2.47     0.329      3.29        88      1.18
     0/2   2584/7328     0.142     0.358      2.47     0.329      3.29       117      1.15
     0/2   2585/7328     0.142     0.358      2.47     0.329      3.29       122      1.26
     0/2   2586/7328     0.142     0.357      2.46     0.329      3.29       121      1.18
     0/2   2587/7328     0.142     0.357      2.46     0.329      3.29       133      1.19
     0/2   2588/7328     0.142     0.357      2.46     0.329      3.29        85      1.19
     0/2   2589/7328     0.142     0.357      2.46     0.329      3.29       202      1.31
     0/2   2590/7328     0.142     0.357      2.46     0.328      3.29        98      1.15
     0/2   2591/7328     0.142     0.357      2.46     0.328      3.29       188      1.22
     0/2   2592/7328     0.142     0.357      2.46     0.328      3.29       126      1.15
     0/2   2593/7328     0.142     0.357      2.46     0.328      3.29        64      1.16
     0/2   2594/7328     0.142     0.357      2.46     0.328      3.29       165      1.29
     0/2   2595/7328     0.142     0.357      2.46     0.328      3.29       130      1.09
     0/2   2596/7328     0.142     0.357      2.46     0.328      3.29       139      1.23
     0/2   2597/7328     0.142     0.357      2.46     0.328      3.29       123      1.19
     0/2   2598/7328     0.142     0.357      2.46     0.328      3.29       126      1.32
     0/2   2599/7328     0.142     0.357      2.46     0.328      3.29       101      1.19
     0/2   2600/7328     0.142     0.357      2.46     0.328      3.29        96      1.12
     0/2   2601/7328     0.142     0.356      2.46     0.328      3.29        88      1.19
     0/2   2602/7328     0.142     0.356      2.46     0.328      3.29       151      1.68
     0/2   2603/7328     0.142     0.356      2.46     0.328      3.29       102      1.15
     0/2   2604/7328     0.142     0.356      2.46     0.328      3.28       103      1.31
     0/2   2605/7328     0.142     0.356      2.46     0.328      3.28       142      1.28
     0/2   2606/7328     0.142     0.356      2.46     0.328      3.28       139      1.26
     0/2   2607/7328     0.142     0.356      2.46     0.328      3.28       134      1.28
     0/2   2608/7328     0.142     0.356      2.46     0.328      3.28       141      1.22
     0/2   2609/7328     0.142     0.356      2.46     0.328      3.28       110      1.21
     0/2   2610/7328     0.142     0.356      2.46     0.328      3.28       145      1.21
     0/2   2611/7328     0.142     0.356      2.46     0.328      3.28       143      1.21
     0/2   2612/7328     0.142     0.356      2.46     0.328      3.28       161      1.34
     0/2   2613/7328     0.142     0.356      2.46     0.328      3.28       141      1.16
     0/2   2614/7328     0.142     0.356      2.46     0.328      3.28       165      1.26
     0/2   2615/7328     0.142     0.356      2.46     0.328      3.28       127      1.16
     0/2   2616/7328     0.142     0.356      2.46     0.328      3.28       154       1.3
     0/2   2617/7328     0.142     0.356      2.46     0.328      3.28       124      1.27
     0/2   2618/7328     0.142     0.356      2.46     0.328      3.28       123      1.22
     0/2   2619/7328     0.142     0.355      2.46     0.328      3.28       120      1.53
     0/2   2620/7328     0.142     0.355      2.45     0.328      3.28       103      1.24
     0/2   2621/7328     0.142     0.355      2.45     0.328      3.28       111      1.95
     0/2   2622/7328     0.141     0.355      2.45     0.328      3.28       115      1.24
     0/2   2623/7328     0.141     0.355      2.45     0.328      3.28       125      1.32
     0/2   2624/7328     0.141     0.355      2.45     0.328      3.28       135      1.17
     0/2   2625/7328     0.141     0.355      2.45     0.327      3.28       176      1.28
     0/2   2626/7328     0.141     0.355      2.45     0.327      3.28        97      1.26
     0/2   2627/7328     0.141     0.355      2.45     0.328      3.28       115      1.33
     0/2   2628/7328     0.141     0.355      2.45     0.327      3.28       110      1.25
     0/2   2629/7328     0.141     0.355      2.45     0.327      3.28       145      1.32
     0/2   2630/7328     0.141     0.355      2.45     0.327      3.28       150      1.18
     0/2   2631/7328     0.141     0.355      2.45     0.327      3.28        51      1.14
     0/2   2632/7328     0.141     0.355      2.45     0.327      3.27       113      1.21
     0/2   2633/7328     0.141     0.355      2.45     0.327      3.27       110      1.21
     0/2   2634/7328     0.141     0.355      2.45     0.327      3.27       100      1.33
     0/2   2635/7328     0.141     0.355      2.45     0.327      3.27       134      1.17
     0/2   2636/7328     0.141     0.354      2.45     0.327      3.27       210      1.32
     0/2   2637/7328     0.141     0.354      2.45     0.327      3.27       101      1.25
     0/2   2638/7328     0.141     0.354      2.45     0.327      3.27       130       1.2
     0/2   2639/7328     0.141     0.354      2.45     0.327      3.27       132      1.34
     0/2   2640/7328     0.141     0.354      2.45     0.327      3.27       144      1.25
     0/2   2641/7328     0.141     0.354      2.45     0.327      3.27       174      1.29
     0/2   2642/7328     0.141     0.354      2.45     0.327      3.27       138      1.24
     0/2   2643/7328     0.141     0.354      2.45     0.327      3.27       153      1.34
     0/2   2644/7328     0.141     0.354      2.45     0.327      3.27       125      1.19
     0/2   2645/7328     0.141     0.354      2.45     0.327      3.27       145      1.22
     0/2   2646/7328     0.141     0.354      2.45     0.327      3.27       119       1.2
     0/2   2647/7328     0.141     0.354      2.45     0.327      3.27       169      1.23
     0/2   2648/7328     0.141     0.354      2.45     0.327      3.27        89      1.27
     0/2   2649/7328     0.141     0.354      2.45     0.327      3.27       187      1.29
     0/2   2650/7328     0.141     0.354      2.45     0.327      3.27       109      1.29
     0/2   2651/7328     0.141     0.354      2.45     0.327      3.27       130      1.19
     0/2   2652/7328     0.141     0.354      2.45     0.327      3.27       112       1.2
     0/2   2653/7328     0.141     0.353      2.44     0.326      3.27       152      1.27
     0/2   2654/7328     0.141     0.353      2.44     0.326      3.27       137      1.21
     0/2   2655/7328     0.141     0.353      2.44     0.326      3.27        89      1.14
     0/2   2656/7328     0.141     0.353      2.44     0.326      3.26       116       1.2
     0/2   2657/7328     0.141     0.353      2.44     0.326      3.26       131      1.13
     0/2   2658/7328     0.141     0.353      2.44     0.326      3.26        93      1.22
     0/2   2659/7328     0.141     0.353      2.44     0.326      3.26        93      1.27
     0/2   2660/7328     0.141     0.353      2.44     0.326      3.26       101      1.26
     0/2   2661/7328     0.141     0.353      2.44     0.326      3.26       109       1.2
     0/2   2662/7328     0.141     0.353      2.44     0.326      3.26       128       1.2
     0/2   2663/7328     0.141     0.353      2.44     0.326      3.26        86      1.11
     0/2   2664/7328     0.141     0.353      2.44     0.326      3.26       121      1.17
     0/2   2665/7328     0.141     0.353      2.44     0.326      3.26        87      1.17
     0/2   2666/7328     0.141     0.353      2.44     0.326      3.26       113      1.19
     0/2   2667/7328     0.141     0.353      2.44     0.326      3.26       150      1.23
     0/2   2668/7328     0.141     0.353      2.44     0.326      3.26       163      1.23
     0/2   2669/7328     0.141     0.353      2.44     0.326      3.26       113      1.13
     0/2   2670/7328     0.141     0.353      2.44     0.326      3.26       157      1.36
     0/2   2671/7328     0.141     0.352      2.44     0.326      3.26       129      1.31
     0/2   2672/7328     0.141     0.352      2.44     0.326      3.26       143       1.3
     0/2   2673/7328     0.141     0.352      2.44     0.326      3.26       124      1.29
     0/2   2674/7328     0.141     0.352      2.44     0.326      3.26       124      1.29
     0/2   2675/7328     0.141     0.352      2.44     0.326      3.26       149      1.24
     0/2   2676/7328     0.141     0.352      2.44     0.326      3.26       126      1.25
     0/2   2677/7328     0.141     0.352      2.44     0.326      3.26        98      1.17
     0/2   2678/7328     0.141     0.352      2.44     0.326      3.26       117      1.22
     0/2   2679/7328     0.141     0.352      2.44     0.326      3.26       117      1.26
     0/2   2680/7328     0.141     0.352      2.44     0.326      3.26       110      1.18
     0/2   2681/7328     0.141     0.352      2.44     0.326      3.25       114      1.23
     0/2   2682/7328     0.141     0.352      2.44     0.325      3.25       110      1.23
     0/2   2683/7328     0.141     0.352      2.44     0.325      3.25       128      1.29
     0/2   2684/7328     0.141     0.352      2.44     0.325      3.25       127      1.48
     0/2   2685/7328     0.141     0.352      2.43     0.325      3.25       115      1.18
     0/2   2686/7328     0.141     0.352      2.43     0.325      3.25       123      1.29
     0/2   2687/7328     0.141     0.351      2.43     0.325      3.25        92      1.25
     0/2   2688/7328     0.141     0.351      2.43     0.325      3.25       139       1.3
     0/2   2689/7328     0.141     0.351      2.43     0.325      3.25       164      1.27
     0/2   2690/7328     0.141     0.351      2.43     0.325      3.25       173      1.32
     0/2   2691/7328     0.141     0.351      2.43     0.325      3.25        78      1.24
     0/2   2692/7328     0.141     0.351      2.43     0.325      3.25       133      1.17
     0/2   2693/7328     0.141     0.351      2.43     0.325      3.25       147      1.25
     0/2   2694/7328     0.141     0.351      2.43     0.325      3.25       114      1.22
     0/2   2695/7328     0.141     0.351      2.43     0.325      3.25       101      1.26
     0/2   2696/7328     0.141     0.351      2.43     0.325      3.25        97      1.22
     0/2   2697/7328     0.141     0.351      2.43     0.325      3.25       141      1.28
     0/2   2698/7328     0.141     0.351      2.43     0.325      3.25       237      1.21
     0/2   2699/7328     0.141     0.351      2.43     0.325      3.25        90      1.34
     0/2   2700/7328     0.141     0.351      2.43     0.325      3.25       105      1.27
     0/2   2701/7328     0.141     0.351      2.43     0.325      3.25        79      1.23
     0/2   2702/7328     0.141     0.351      2.43     0.325      3.25       156      1.57
     0/2   2703/7328     0.141     0.351      2.43     0.325      3.25       127      1.47
     0/2   2704/7328     0.141      0.35      2.43     0.325      3.25        68      1.25
     0/2   2705/7328     0.141      0.35      2.43     0.325      3.25        72      1.16
     0/2   2706/7328     0.141      0.35      2.43     0.325      3.25       116      1.28
     0/2   2707/7328     0.141      0.35      2.43     0.325      3.24       132      1.21
     0/2   2708/7328     0.141      0.35      2.43     0.325      3.24       169      1.21
     0/2   2709/7328     0.141      0.35      2.43     0.325      3.24       121      1.38
     0/2   2710/7328     0.141      0.35      2.43     0.325      3.24       133       1.2
     0/2   2711/7328     0.141      0.35      2.43     0.325      3.24       105      1.23
     0/2   2712/7328     0.141      0.35      2.43     0.325      3.24       101      1.26
     0/2   2713/7328     0.141      0.35      2.43     0.325      3.24       164      1.27
     0/2   2714/7328     0.141      0.35      2.43     0.325      3.24       117      1.19
     0/2   2715/7328     0.141      0.35      2.43     0.325      3.24        51      1.43
     0/2   2716/7328     0.141      0.35      2.43     0.325      3.24       132      1.32
     0/2   2717/7328     0.141      0.35      2.43     0.324      3.24        73      1.14
     0/2   2718/7328     0.141      0.35      2.42     0.324      3.24       110      1.25
     0/2   2719/7328     0.141     0.349      2.42     0.324      3.24        90      1.28
     0/2   2720/7328     0.141     0.349      2.42     0.324      3.24        94      1.28
     0/2   2721/7328     0.141     0.349      2.42     0.324      3.24        84      1.21
     0/2   2722/7328     0.141     0.349      2.42     0.324      3.24       135       1.4
     0/2   2723/7328     0.141     0.349      2.42     0.324      3.24       127      1.13
     0/2   2724/7328     0.141     0.349      2.42     0.324      3.24       158       1.3
     0/2   2725/7328     0.141     0.349      2.42     0.324      3.24        95      1.17
     0/2   2726/7328     0.141     0.349      2.42     0.324      3.24       200       1.2
     0/2   2727/7328     0.141     0.349      2.42     0.324      3.24       167      1.24
     0/2   2728/7328     0.141     0.349      2.42     0.324      3.24        90      1.17
     0/2   2729/7328     0.141     0.349      2.42     0.324      3.24       123      1.31
     0/2   2730/7328     0.141     0.349      2.42     0.324      3.24        68      1.19
     0/2   2731/7328     0.141     0.349      2.42     0.324      3.24       107      1.23
     0/2   2732/7328     0.141     0.349      2.42     0.324      3.23       109      1.16
     0/2   2733/7328     0.141     0.349      2.42     0.324      3.23       188      1.08
     0/2   2734/7328     0.141     0.349      2.42     0.324      3.23       108      1.31
     0/2   2735/7328     0.141     0.349      2.42     0.324      3.23        86      1.28
     0/2   2736/7328     0.141     0.348      2.42     0.324      3.23       127      1.24
     0/2   2737/7328     0.141     0.348      2.42     0.324      3.23       128      1.22
     0/2   2738/7328     0.141     0.348      2.42     0.324      3.23       152      1.26
     0/2   2739/7328     0.141     0.348      2.42     0.324      3.23       137      1.18
     0/2   2740/7328     0.141     0.348      2.42     0.324      3.23       130      1.21
     0/2   2741/7328     0.141     0.348      2.42     0.324      3.23       166      1.31
     0/2   2742/7328     0.141     0.348      2.42     0.324      3.23       124      1.46
     0/2   2743/7328     0.141     0.348      2.42     0.324      3.23       157      1.17
     0/2   2744/7328     0.141     0.348      2.42     0.324      3.23       138      1.19
     0/2   2745/7328     0.141     0.348      2.42     0.324      3.23       142      1.33
     0/2   2746/7328     0.141     0.348      2.42     0.324      3.23        90      1.25
     0/2   2747/7328     0.141     0.348      2.42     0.324      3.23       156      1.32
     0/2   2748/7328     0.141     0.348      2.42     0.324      3.23       117      1.22
     0/2   2749/7328     0.141     0.348      2.42     0.324      3.23       161      1.15
     0/2   2750/7328     0.141     0.348      2.42     0.324      3.23       134       1.3
     0/2   2751/7328     0.141     0.348      2.42     0.324      3.23       151      1.23
     0/2   2752/7328     0.141     0.348      2.42     0.324      3.23       115      1.25
     0/2   2753/7328     0.141     0.348      2.42     0.324      3.23       160       1.3
     0/2   2754/7328     0.141     0.347      2.42     0.323      3.23        93      1.26
     0/2   2755/7328     0.141     0.347      2.42     0.323      3.23       100      1.22
     0/2   2756/7328     0.141     0.347      2.41     0.323      3.23        98       1.2
     0/2   2757/7328     0.141     0.347      2.41     0.323      3.23       112      1.19
     0/2   2758/7328     0.141     0.347      2.41     0.323      3.23        80      1.18
     0/2   2759/7328     0.141     0.347      2.41     0.323      3.22        71      1.17
     0/2   2760/7328     0.141     0.347      2.41     0.323      3.22       114      1.72
     0/2   2761/7328     0.141     0.347      2.41     0.323      3.22       123      1.22
     0/2   2762/7328     0.141     0.347      2.41     0.323      3.22       172      1.28
     0/2   2763/7328     0.141     0.347      2.41     0.323      3.22       124      1.23
     0/2   2764/7328     0.141     0.347      2.41     0.323      3.22       199      1.29
     0/2   2765/7328     0.141     0.347      2.41     0.323      3.22       111      1.12
     0/2   2766/7328     0.141     0.347      2.41     0.323      3.22       133      1.17
     0/2   2767/7328     0.141     0.347      2.41     0.323      3.22       118       1.3
     0/2   2768/7328     0.141     0.347      2.41     0.323      3.22       125      1.19
     0/2   2769/7328     0.141     0.347      2.41     0.323      3.22       141      1.19
     0/2   2770/7328     0.141     0.347      2.41     0.323      3.22       104      1.17
     0/2   2771/7328     0.141     0.347      2.41     0.323      3.22       107       1.3
     0/2   2772/7328     0.141     0.346      2.41     0.323      3.22       159      1.32
     0/2   2773/7328     0.141     0.346      2.41     0.323      3.22        97      1.23
     0/2   2774/7328     0.141     0.346      2.41     0.323      3.22       172      1.21
     0/2   2775/7328     0.141     0.346      2.41     0.323      3.22        66      1.24
     0/2   2776/7328     0.141     0.346      2.41     0.323      3.22       122      1.25
     0/2   2777/7328     0.141     0.346      2.41     0.323      3.22        74      1.23
     0/2   2778/7328     0.141     0.346      2.41     0.323      3.22        87      1.26
     0/2   2779/7328     0.141     0.346      2.41     0.323      3.22        94      1.81
     0/2   2780/7328     0.141     0.346      2.41     0.323      3.22        89      1.79
     0/2   2781/7328     0.141     0.346      2.41     0.323      3.22       127      1.23
     0/2   2782/7328     0.141     0.346      2.41     0.323      3.22        79      1.14
     0/2   2783/7328     0.141     0.346      2.41     0.322      3.21       113      1.25
     0/2   2784/7328     0.141     0.346      2.41     0.322      3.21       152      1.25
     0/2   2785/7328     0.141     0.346       2.4     0.322      3.21       103      1.16
     0/2   2786/7328     0.141     0.346       2.4     0.322      3.21       163      1.24
     0/2   2787/7328     0.141     0.346       2.4     0.322      3.21       120      1.14
     0/2   2788/7328     0.141     0.346       2.4     0.322      3.21       116      1.21
     0/2   2789/7328     0.141     0.346       2.4     0.322      3.21       104      1.14
     0/2   2790/7328     0.141     0.346       2.4     0.322      3.21        84      1.18
     0/2   2791/7328     0.141     0.345       2.4     0.322      3.21        92      1.26
     0/2   2792/7328     0.141     0.345       2.4     0.322      3.21       133      1.21
     0/2   2793/7328     0.141     0.345       2.4     0.322      3.21       109       1.2
     0/2   2794/7328     0.141     0.345       2.4     0.322      3.21        71      1.18
     0/2   2795/7328     0.141     0.345       2.4     0.322      3.21        89      1.23
     0/2   2796/7328     0.141     0.345       2.4     0.322      3.21       130      1.19
     0/2   2797/7328     0.141     0.345       2.4     0.322      3.21       150      1.39
     0/2   2798/7328     0.141     0.345       2.4     0.322      3.21       117      1.26
     0/2   2799/7328     0.141     0.345       2.4     0.322      3.21       131      1.24
     0/2   2800/7328     0.141     0.345       2.4     0.322      3.21       113      1.26
     0/2   2801/7328     0.141     0.345       2.4     0.322      3.21        94      1.19
     0/2   2802/7328     0.141     0.345       2.4     0.322      3.21       112      1.21
     0/2   2803/7328     0.141     0.345       2.4     0.322      3.21       124      1.43
     0/2   2804/7328     0.141     0.345       2.4     0.322      3.21       121      1.32
     0/2   2805/7328     0.141     0.345       2.4     0.322      3.21       126      1.23
     0/2   2806/7328     0.141     0.345       2.4     0.322      3.21       106      1.22
     0/2   2807/7328     0.141     0.345       2.4     0.322       3.2       117      1.22
     0/2   2808/7328     0.141     0.344       2.4     0.322       3.2       109      1.28
     0/2   2809/7328     0.141     0.344       2.4     0.322       3.2       121      1.26
     0/2   2810/7328     0.141     0.344       2.4     0.321       3.2       135      1.24
     0/2   2811/7328     0.141     0.344       2.4     0.321       3.2       107      1.38
     0/2   2812/7328     0.141     0.344       2.4     0.321       3.2        81      1.25
     0/2   2813/7328     0.141     0.344       2.4     0.321       3.2       133      1.21
     0/2   2814/7328     0.141     0.344       2.4     0.321       3.2        73      1.24
     0/2   2815/7328     0.141     0.344       2.4     0.321       3.2       169      1.21
     0/2   2816/7328     0.141     0.344       2.4     0.321       3.2       187      1.19
     0/2   2817/7328     0.141     0.344      2.39     0.321       3.2       139      1.22
